customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST10907,Male,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.93,45.58,No
CUST10908,Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.16,2472.08,Yes
CUST10909,Male,0,No,Yes,5,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,56.37,276.5,No
CUST10910,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,79.84,714.47,No
CUST10911,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.88,508.73,No
CUST10912,Male,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,50.34,384.53,No
CUST10913,Male,1,Yes,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,85.65,851.23,No
CUST10914,Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.65,1979.11,No
CUST10915,Female,1,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.93,357.3,No
CUST10916,Female,0,No,Yes,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.46,717.37,No
CUST10917,Female,0,Yes,No,0,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,81.15,77.4,No
CUST10918,Female,1,Yes,No,14,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.32,759.1,No
CUST10919,Male,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),69.18,135.54,Yes
CUST10920,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),83.7,478.68,No
CUST10921,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.45,122.85,No
CUST10922,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,73.3,70.03,Yes
CUST10923,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),80.39,632.97,No
CUST10924,Female,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25.98,324.39,Yes
CUST10925,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.36,959.13,No
CUST10926,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.02,398.74,No
CUST10927,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.91,384.94,No
CUST10928,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.42,434.94,No
CUST10929,Female,1,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,71.59,1775.63,No
CUST10930,Female,0,Yes,No,17,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,56.49,927.16,No
CUST10931,Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.5,4954.19,No
CUST10932,Male,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,74.14,4173.93,No
CUST10933,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,50.93,99.3,No
CUST10934,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),81.98,490.6,No
CUST10935,Female,1,No,No,40,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.22,2821.96,No
CUST10936,Female,1,Yes,No,0,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.57,71.84,Yes
CUST10937,Male,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,43.57,711.16,No
CUST10938,Male,1,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,85.11,4952.96,No
CUST10939,Male,1,Yes,No,22,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,64.63,1364.11,No
CUST10940,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.94,77.13,Yes
CUST10941,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.48,634.53,No
CUST10942,Female,1,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.19,215.63,No
CUST10943,Female,0,Yes,No,50,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),50.07,2395.42,No
CUST10944,Male,1,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.72,412.28,No
CUST10945,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,85.5,988.98,No
CUST10946,Male,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,469.69,No
CUST10947,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.27,101.94,No
CUST10948,Male,0,Yes,Yes,4,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),46.8,186.55,No
CUST10949,Male,0,Yes,No,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,48.52,48.27,Yes
CUST10950,Male,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,79.26,995.91,No
CUST10951,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.17,2494.49,No
CUST10952,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,104.97,No
CUST10953,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.46,17.81,Yes
CUST10954,Female,1,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,75.25,1429.01,No
CUST10955,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.0,62.18,Yes
CUST10956,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,82.43,1101.14,No
CUST10957,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.58,692.49,No
CUST10958,Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.57,213.72,No
CUST10959,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),58.11,170.97,No
CUST10960,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,84.08,80.08,No
CUST10961,Female,0,No,Yes,27,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),47.01,1212.84,No
CUST10962,Male,0,No,No,5,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,82.21,396.92,No
CUST10963,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.5,643.42,No
CUST10964,Female,1,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.92,630.41,No
CUST10965,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.51,351.73,No
CUST10966,Male,1,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,825.28,No
CUST10967,Female,1,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),52.45,152.08,No
CUST10968,Female,1,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,79.01,2433.79,No
CUST10969,Female,1,No,No,10,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,79.4,772.24,No
CUST10970,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.99,320.44,No
CUST10971,Female,0,No,No,55,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.87,2991.69,No
CUST10972,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,1320.45,No
CUST10973,Male,0,No,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.89,970.87,No
CUST10974,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),84.98,982.45,No
CUST10975,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.73,3718.23,No
CUST10976,Male,1,No,No,18,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,66.21,1173.39,No
CUST10977,Female,1,Yes,No,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.71,362.57,No
CUST10978,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.44,231.03,No
CUST10979,Female,0,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,83.87,3012.62,No
CUST10980,Female,1,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,699.02,No
CUST10981,Male,0,No,Yes,56,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,59.35,3311.36,No
CUST10982,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,105.92,No
CUST10983,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.46,557.04,No
CUST10984,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,84.08,81.68,No
CUST10985,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),82.29,2054.66,No
CUST10986,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.45,1432.87,No
CUST10987,Male,0,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,44.26,213.54,Yes
CUST10988,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),69.16,1416.92,No
CUST10989,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),57.1,113.98,No
CUST10990,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.88,147.85,No
CUST10991,Male,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.47,309.48,No
CUST10992,Female,0,No,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,78.08,2297.64,No
CUST10993,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.46,464.13,No
CUST10994,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),49.49,48.09,No
CUST10995,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,52.11,No
CUST10996,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,317.5,No
CUST10997,Female,0,No,No,0,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),92.28,90.82,Yes
CUST10998,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.89,2132.01,No
CUST10999,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),82.18,3605.73,No
CUST11000,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.33,243.42,No
CUST11001,Male,1,Yes,No,24,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.88,1844.57,No
CUST11002,Male,1,No,No,12,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,52.62,616.27,No
CUST11003,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),72.75,501.63,Yes
CUST11004,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.66,141.65,No
CUST11005,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),75.99,1057.66,No
CUST11006,Female,1,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.96,4206.32,Yes
CUST11007,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,773.35,No
CUST11008,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,84.29,4037.75,No
CUST11009,Female,0,Yes,No,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.27,3284.12,No
CUST11010,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.89,84.76,No
CUST11011,Male,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,53.24,No
CUST11012,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),76.66,833.24,No
CUST11013,Male,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.72,1276.58,No
CUST11014,Male,0,Yes,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,46.74,497.55,No
CUST11015,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.17,1944.29,Yes
CUST11016,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),55.86,1366.21,No
CUST11017,Male,0,Yes,Yes,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.04,948.08,No
CUST11018,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,49.09,48.62,No
CUST11019,Female,1,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,52.67,No
CUST11020,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.56,830.65,No
CUST11021,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.43,6812.74,Yes
CUST11022,Female,0,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.22,439.86,No
CUST11023,Female,1,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.46,354.65,No
CUST11024,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,82.87,5832.65,No
CUST11025,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,107.18,No
CUST11026,Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,72.24,215.26,No
CUST11027,Male,0,No,No,15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,62.17,913.1,No
CUST11028,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.49,382.67,No
CUST11029,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),83.84,3992.28,No
CUST11030,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.08,62.23,Yes
CUST11031,Male,1,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.29,779.69,No
CUST11032,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),80.82,562.46,No
CUST11033,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.36,464.8,No
CUST11034,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),70.09,70.07,No
CUST11035,Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.47,1723.26,No
CUST11036,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.62,1007.29,No
CUST11037,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.88,460.53,No
CUST11038,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,70.29,736.05,Yes
CUST11039,Male,0,Yes,Yes,12,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),38.38,452.16,No
CUST11040,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),68.53,3075.7,No
CUST11041,Female,0,No,No,4,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,53.51,208.4,No
CUST11042,Male,0,Yes,No,4,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,64.24,247.89,No
CUST11043,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.16,836.9,No
CUST11044,Male,0,No,No,21,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,56.89,1177.63,No
CUST11045,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,42.65,336.35,No
CUST11046,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.12,700.21,No
CUST11047,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.78,419.63,No
CUST11048,Female,0,No,No,2,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,68.53,135.77,No
CUST11049,Female,1,Yes,Yes,5,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),53.52,255.32,No
CUST11050,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.0,868.87,No
CUST11051,Female,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.21,575.57,No
CUST11052,Male,0,No,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),62.53,182.0,No
CUST11053,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.72,30.29,No
CUST11054,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,82.31,79.03,No
CUST11055,Male,1,Yes,No,6,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),53.66,306.39,No
CUST11056,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.56,2011.26,Yes
CUST11057,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,120.57,Yes
CUST11058,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),90.51,359.14,No
CUST11059,Male,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,51.36,494.89,No
CUST11060,Female,0,Yes,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.82,106.15,Yes
CUST11061,Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,45.69,543.66,No
CUST11062,Female,0,No,No,22,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),51.7,1134.84,No
CUST11063,Male,0,Yes,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.03,410.65,Yes
CUST11064,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,72.88,216.93,No
CUST11065,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.6,935.47,No
CUST11066,Male,0,Yes,No,28,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,89.04,2404.6,No
CUST11067,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,94.99,92.24,No
CUST11068,Female,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),59.48,58.52,No
CUST11069,Female,1,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,86.17,582.36,No
CUST11070,Male,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.18,230.07,No
CUST11071,Male,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.33,314.01,No
CUST11072,Male,1,No,No,0,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,91.72,87.29,No
CUST11073,Male,1,Yes,Yes,4,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,53.11,210.12,No
CUST11074,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.17,632.8,Yes
CUST11075,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.13,78.79,Yes
CUST11076,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,85.93,2099.33,No
CUST11077,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.76,954.65,Yes
CUST11078,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.45,633.37,No
CUST11079,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.73,986.67,No
CUST11080,Male,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,60.44,1221.88,No
CUST11081,Female,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.4,1597.7,Yes
CUST11082,Male,1,No,Yes,29,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,48.85,1368.56,No
CUST11083,Male,1,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,265.1,No
CUST11084,Male,1,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,77.01,2202.19,No
CUST11085,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),86.64,1004.16,No
CUST11086,Male,1,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,82.1,564.33,No
CUST11087,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),80.59,468.42,No
